Id,Date Added,Council Member,Recipient Self,Recipient Dependent,Recipient Staff,Source,Date Gifted,Nature / Value,Reason,Intent,Value
533,2020-01-06,Vivian Santos,yes,no,no,Casa dos Acores - Women Fall Tea Luncheon,2019-10-27,Luncheon,attended luncheon,retained,
282,2018-12-17,Vivian Santos,yes,no,no,Casa Dos Acores,2018-12-15,"Dinner, box of chocolate & wine",Attended annual Christmas holiday dinner. Provided greetings as City Councillor for the Point Douglas Ward,retained,
324,2018-12-20,Kevin Klein,yes,no,no,Mayor Bowman,2018-12-14,"bag of 6 cookies, 2 brownies, popcorn, large cookie. estimated $30",christmas/holiday goodies from Mayor,retained,30
645,2022-07-08,Brian Bowman,yes,no,no,Hugh John MacDonald School,2022-06-16,Hugh John MacDonald Sweatshirt-$20,Gift,Retained,20
192,2018-06-29,Jason Schreyer,yes,yes,no,Manitoba Museum,2018-06-07,Admission to Nonsuch opening. Value unknown,Celebration,Attended with spouse and son,
87,2018-05-24,Shawn Dobson,yes,no,no,Engineers Geoscientists Manitoba,2018-04-30,light snack,"""Engineering Changes Lives Initial Insights"" program that attended",retained,
377,2019-03-28,Shawn Nason,yes,no,no,The Winnipeg Chamber of Commerce,2019-01-31,Ticket - $125,Civic leader's engagement.,Retained,125
137,2018-06-18,Brian Bowman,yes,yes,no,Glenn Michalchuk - Association of United Ukrainian Canadians,2018-05-12,100th Anniversary Cultural Dinner - $100,Bring greetings,Retain,100
627,2022-04-28,Brian Bowman,yes,no,no,HMCS Winnipeg,2022-03-10,"HMCS Plaque, Ball Cap, Stuffed Teddy Bear, Gold Coin - $150",Gift,Retained,150
562,2021-01-07,Brian Bowman,yes,no,no,Phillippine Consulate General in TO-Orontoes Castro,2020-12-23,Hand painted hand towels from Art of Gold-$30.00,Courtesy Gift,Retained,30
485,2019-10-09,Kevin Klein,yes,no,no,Manitoba Home Builders Association,2019-09-18,$125.00 (+GST) ticket x 2= 280.00,Represent the City.,retained,280
173,2018-06-28,Jason Schreyer,yes,yes,no,Cavalia,2018-05-15,2 tickets at $250 each,promotion of performance event,attended with spouse,250
491,2019-10-11,Brian Bowman,yes,no,no,"Oscar Sumonte Gonzalez - Mayor of Concon, Chile",2019-09-18,Wooden Plaque and Desde el Nilo DVD,Courtesy Gift,Retained,
409,2019-05-22,Brian Bowman,yes,no,no,"Tom Ethans, Executive Director, Take Pride Winnipeg",2019-04-04,Plalking T-Shirt - $10.00,Courtesy Gift,Retained,10
647,2022-08-04,Brian Bowman,yes,no,no,Brian Goldman,2022-07-08,Power of Teamwork book - Brian Goldman - $25,Gift,Retained,25
454,2019-08-20,Vivian Santos,yes,no,no,Canadian National Institute for the Blind,2019-03-13,Dinner,bringing greetings on behalf of the City of Winnipeg,retained,
483,2019-09-26,Brian Bowman,yes,no,no,Mayor of Nepal,2019-08-25,Scarf and Pin,Courtesy Gift,Retained,
658,2023-11-13,Vivian Santos,yes,no,no,Folklorama tickets,2023-08-01,10 tickets to attend 10 folklorama pavillions valued at $120,10 tickets to attend 10 folklorama pavillions,retained,120
628,2022-05-09,Brian Bowman,yes,no,no,"Mayor Kenny Bell, Iqaluit Mayor",2022-04-01,"Hunter Inuit Sculpture by Adamie Sharky, Artist of Inuit Sculptures, Carvings Nunavut Inc - $500",Gift,Retain,500
529,2019-12-09,Brian Bowman,yes,no,no,The Salvation Army,2019-11-13,12 donuts - O Donuts-$45.00,Courtesy Gift,Retained,45
68,2018-05-01,Mike Pagtakhan,yes,no,no,Casa Dos Acores Azorean Culture Centre,2018-03-31,Dinner,guest speaker at the Traditional Easter Dinner and provided welcoming remarks,retained,
620,2022-03-30,Jeff Browaty,yes,no,yes,Earl's Restaurant,2022-03-07,$200.00,Opening of new Earl's location,Returned,200
198,2018-07-05,Matt Allard,no,no,yes,Norwood BIZ,2018-04-24,Hospitality,Regular meeting of the Biz improvement Zone of which Councillor Matt Allard is a member of the board of directors,Retained,
28,2018-04-04,Matt Allard,yes,no,no,Winnipeg Housing Rehabilitation Corporation,2018-03-05,Food and beverage at Board Meeting - unknown,Council appointee,Retained,
345,2018-12-30,Matt Allard,yes,no,no,Norwood Buziness Improvement Zone,2018-11-14,Hospitality,I went to the Norwood Buziness Improvement Zone AGM dinner,retained,
330,2018-12-21,Scott Gillingham,yes,no,no,Winnipeg Airport Authority,2018-11-29,One ticket - Winnipeg Jets game (approx $200 value),"Following the WAA advisory committee on the environment (Councillor Gillingham is a member), the committee attended the Jets game for a holiday party",Attended the game.,200
111,2018-06-18,Brian Bowman,yes,no,yes,Sharon Zayac - Air Canada,2018-04-18,"Flights, Disney passes, meals - $1600",Dreams Take Flight participation,Retain,1600
532,2020-01-06,Vivian Santos,yes,no,no,Ambassador of Ukraine - Euromaiden Exhibition,2019-10-25,Dinner,brought greetings on behalf of City of Winnipeg,retained,
114,2018-06-18,Brian Bowman,yes,no,no,Kary Tardiff,2018-04-20,Winnipeg is Good sweater - $50,"Volunteer week recognition, promotion of sweaters with proceeds to Siloam Mission, sweater to be worn in cheque presentation",Retain,50
575,2021-03-19,Shawn Nason,yes,no,no,Winnipeg Art Gallery,2021-01-20,2 Gallery Passes total value $24,Courtesy Gift,Did not use,24
69,2018-05-01,Mike Pagtakhan,yes,no,no,North Central Mosquito Control Annual Conference,2018-04-05,Annual Conference,Guest speaker at the Conference and provided welcoming remarks,retained,
187,2018-06-28,Brian Bowman,yes,no,no,Steve Strang and Grand Chief Jerry Daniels - Red River Basin Commission and Southern Chiefs' Organization,2018-06-19,Artwork - $200,Protocol gift - Netley Libau Marsh Restoration Partnership meeting,Retain,200
438,2019-07-03,Brian Bowman,yes,no,no,"Gloria Cardwell-Hoeppner, West End Biz",2019-06-28,Pens - 12x $0.50 = $6,Courtesy Gift,Retained,6
571,2021-01-07,Brian Bowman,yes,no,no,Galit Baram Consul General of Israel in Toronto and Western Canada,2020-10-27,Book - Thou Shalt Innovate,Courtesy Gift,Retained,
375,2019-03-22,Kevin Klein,yes,no,no,Main Street Project,2019-03-16,Tickets to dinner - $250,Spoke at event and represented Winnipeg Police Board and City of Winnipeg,Attended event.,250
171,2018-06-26,Scott Gillingham,yes,no,no,Winnipeg Fringe Festival (Manitoba Theatre Centre),2018-06-26,Two complimentary VIP passes for the 2018 Wpg Fringe Festival - estimated value $120,MTC provides complimentary passes in the hopes that elected officials will participate in the festival.,"Accepted, but undetermined if they will be used during the July festival.",120
481,2019-09-26,Brian Bowman,yes,no,no,"Greek Pavilion, Folklorama",2019-08-06,T-shirt - $20,Courtesy Gift,Retained,20
662,2024-04-29,Devi Sharma,yes,no,no,Vaisakhi Mela by Panjab Foundation of Manitoba,2024-04-14,$40 - $50 (approximately),Ceremonial shawl,retained in office,40
230,2018-08-01,Jeff Browaty,yes,no,no,Centreport Golf Tournament,2018-07-11,Invitational - estimated value $100,Invitational,Retained,100
378,2019-03-28,Shawn Nason,yes,yes,no,Geoff Archambault,2019-02-10,2 Tickets - $100,Rotary international member bought table needed to fill seats as a member of the same club proud to join in supporting Chinese New Year Celebration.,Retained.,100
81,2018-05-15,Cindy Gilroy,yes,no,no,Casa do Minho Portuguese Centre,2018-05-05,44th Anniversary Dinner,"Attended as a delegate and represented the Daniel McIntyre Ward. Please refer below the invitation from Casa Do Minho:****************************************************************Dear Cindy, GilroyThe Casa do Minho Portuguese Centre will be celebrating 44 years of service to the community. We would like to formally invite you and a guest to celebrate the Casa do Minho 44th Anniversary Dinner at 1080 Wall Street, Saturday May 5th, 2018. Cocktails will be available at 6:30pm and Dinner will be served at 7:30pm.We would consider it a great honour to have you as our guest.Respectfully,Filipe Alves(Hilario.hla@hotmail.com)Please RSVP by April 27th, 2018 to 204-955-4394****************************************************************",Attended dinner,
45,2018-04-05,Brian Bowman,yes,no,no,College Jean Sauv�,2018-03-08,Mug - $20,High School Talk,Retained,20
428,2019-07-02,Jeff Browaty,yes,no,no,Winnipeg Fringe Festival,2019-07-02,$144.00 (12 tickets @ ~$12.00 each),VIP Passes,Retain,144
493,2019-10-11,Brian Bowman,yes,no,no,"Dr John Young, Canadian Museum of Human Rights",2019-09-19,Framed Buffalo Painting by Artist Sue Coccia,Courtesy Gift,Retained,
492,2019-10-11,Brian Bowman,yes,no,no,"Sean Finn, Executive VP Corporate Services and Chief Legal Officer,CN 100",2019-09-19,"3 CN100 Hats, CN100 Notebook and Pen",Courtesy Gift,Retained,
255,2018-10-31,Brian Bowman,yes,no,yes,ACTRA,2018-10-12,Awards Gala - $100,Event attendance - protocol and speaking,Retain,100
467,2019-08-20,Vivian Santos,yes,no,no,Her Honour Janice Filmon,2019-06-19,Lunch,attended as City Councillor to celebrate 100th Anniversary of Federal Women's Institute of Canada,retained,
139,2018-06-18,Brian Bowman,yes,yes,no,Tara Brousseau-Snider - Mood Disorders Association of MB,2018-05-13,Registrations for Shoppers Love You Run - $100,Bring greetings,Retain,100
419,2019-06-04,Brian Bowman,yes,no,no,"Mike Dupuis, Author",2019-05-14,"Book ""The Winnpeg General Strike: Extraordinary men and women under extraordinary circumstances"" - $20",Courtesy Gift,Retain,20
251,2018-10-31,Brian Bowman,yes,no,no,Trails MB,2018-09-28,Hat - $20,Event attendance - protocol and speaking,Retain,20
554,2020-09-08,Kevin Klein,yes,no,no,Brookside Cemetery Tour,2020-08-31,It's a booklet and the value is 25 CAD,Sharing the research of the 1919 Winnipeg General Strike,Retained,
518,2019-11-27,Brian Bowman,yes,no,no,"Matt Di Ubaldo, Uptown Alley",2019-10-21,"4 Coupons, each for a free gamer of Laser Tag - $60",Courtesy Gift,Retained,60
170,2018-06-26,Scott Gillingham,yes,no,no,Red River Exhibition Association,2018-06-04,Four (4) gate entries & one (1) parking pass for the 2018 Red River Ex. - $53 face value,Councillor Gillingham received complimentary passes from the Red River Exhibition Association.,Councillor Gillingham gave the passes to his executive assistant to use.,53
8,2018-03-19,Matt Allard,yes,yes,yes,Children's Museum,2018-03-16,"Admission to, and beverages for, Ryan, his fiance, his step child and my children",Donor appreciation night for the Children's Museum,,
234,2018-08-30,Cindy Gilroy,yes,no,no,Folklorama,2018-07-16,2 complimentary tickets per Folklorama Pavillion (44 pavilions * $2.65 * 2 = $233.20),Complimentary tickets for Councillor Gilroy plus a guest to attend the cultural experiences at the Folklorama 2018 Pavillions.,Attended 2 Folklorama Pavillions (2*$2.65=$5.30*2 =$10.60),233
602,2021-12-15,Brian Bowman,yes,no,no,Timothy's World Coffee,2021-11-07,One Coffee- $5,Courtesy Gift,Retained,5
60,2018-04-30,Devi Sharma,yes,no,no,Canadian Cancer Society,2018-03-20,Bunch of daffodils - $7.00,Asked to help create awareness of the Daffodil campaign to fight cancer,Display in office,7
471,2019-09-26,Brian Bowman,yes,no,no,"Eva Luk, WCCCC",2019-07-01,"Hat, Noisemakers - $10.00",Courtesy Gift,Retained,10
84,2018-05-24,Shawn Dobson,yes,no,no,Royal Aviation Museum,2018-04-12,light lunch,renaming ceremony w/light lunch served,consumed,
411,2019-05-22,Brian Bowman,yes,no,yes,"Jody Zarn, Laps for Life Race Director",2019-04-27,"Movie Gift Card, two baskets with bath balms, face cloths, bath crystals - $100.00",Courtesy Gift,Retained,100
150,2018-06-18,Brian Bowman,yes,no,no,Catherine Hsu - Director General of the Taipei Economic and Cultural Office,2018-05-29,Paper Weight - $50,Protocol,Retain,50
542,2020-01-08,Brian Bowman,yes,no,no,"Sean Finn, CN Rail",2019-12-31,"Hard Cover Book, 100 Years of Building a Legacy Together - $100.00",Courtesy Gift,Retained,100
530,2019-12-09,Brian Bowman,yes,no,no,Grand Chief Daniels - Southern Chiefs’ Organization,2019-11-15,Southern Chiefs’ Organization 20th Anniversary Jacket and Copper Mug - $100.00,Courtesy Gift,Archives,100
34,2018-04-05,Brian Bowman,yes,no,no,Irish Association of Manitoba,2018-03-09,Ticket - St. Patrick's Day Gala Dinner - $200,Bring greetings,Retained,200
463,2019-08-20,Vivian Santos,yes,no,no,Pinoy Community Watch,2019-05-23,Dinner,attended as City Councillor to discuss community safety initiatives,retained,
583,2021-05-26,Brian Bowman,yes,no,no,Ron Blicq,2021-03-27,DVD - Connecting Flights,Courtesy Gift,Retained,
44,2018-04-05,Brian Bowman,yes,no,no,World Trade Centre,2018-03-08,Chocolates - $50,Thank You Gift - Intl Women's Day Habitat for Humanity Event,Retained,50
521,2019-11-27,Brian Bowman,yes,no,no,"Barry Rempel - President & Ceo, Winnipeg Airports Authority Inc.",2019-10-28,"lunch: Cheese nip, salad, o.j, tea - Salisbury House - $20.00",Courtesy Gift,Retained,20
24,2018-04-04,Matt Allard,yes,no,no,Societ� Franco-Manitobaine Flag Raising,2018-03-06,Coffee - unknown,City representative,Retained,
642,2022-07-08,Brian Bowman,yes,no,no,Royal Canadian Airforce Band,2022-06-08,Royal Canadian Airforce Band - 2 CD's  - $20,Gift,Retained,20
205,2018-07-05,Matt Allard,yes,no,no,CUPE political action committee,2018-04-21,Coffee,Spoke to the Political Action Committee,Retained,
421,2019-06-04,Brian Bowman,yes,no,no,"President of Iceland,  Guðni Thorlacius Jóhannesson",2019-05-17,"Book ""Iceland Down to Earth"" - $70",Courtesy Gift,Retain,70
614,2022-03-09,Shawn Nason,yes,no,no,Earls - 300 Main,2022-03-04,$200.00,Gift cards provided for opening of new location,Returned,200
161,2018-06-21,John Orlikow,yes,no,no,Garth Steek,2018-02-22,A sandwich,hospitality,Retained,
340,2018-12-30,Matt Allard,yes,no,no,Soci�t� Franco-Manitobaine,2018-09-26,Hospitality,I attended a lunch hosted by Soci�t� Francophone du Manitoba greeting the Governor General of Canada at the Fort Gibraltar,retained,
443,2019-07-08,Kevin Klein,yes,no,no,Manitoba Museum,2019-06-25,"Complimentary Pass to the Museum Galleries, Planetarium Theatre and Science Gallery (all one card) until December 31, 2019 $100.00",VIP Passes,"Retained, but not used",100
26,2018-04-04,Matt Allard,yes,no,no,Maison des Artistes Art Opening,2018-03-02,Plate of appetizers - unknown,Food supplied during event,Retained,
465,2019-08-20,Vivian Santos,yes,no,no,KPMG,2019-06-17,Lunch,attended Council Strategic Planning Session,retained,
98,2018-06-11,Cindy Gilroy,yes,no,no,Ward Resident (Bernie Krahn),2018-06-07,Safety Vest for cycling  $15,Bicycle Safety Vest,Retained,15
257,2018-10-31,Brian Bowman,yes,no,no,Holy Eucharist Parish Centre,2018-10-14,Ukrainian meals - $50,Thank you gift,Retain,50
597,2021-10-18,Brian Bowman,yes,no,no,Harrison Coffee,2021-08-09,Sweatshirt - $30,Courtesy gift,Retained,30
146,2018-06-18,Brian Bowman,yes,no,no,Gustavo Zentner - Consul General of Brazil,2018-05-25,Book - $50,Protocol,Retain,50
97,2018-06-08,Marty Morantz,yes,no,no,Red River Ex,2018-06-08,4 complimentary tickets + 1 parking pass = $70,Complimentary tickets given to all Council members,retain,70
466,2019-08-20,Vivian Santos,yes,no,no,KPMG,2019-06-18,Lunch,attended Council Strategic Planning Session,retained,
6,2018-03-07,Cindy Gilroy,yes,no,no,Ward Constituent,2018-03-01,Decorated hand fan and fridge magnet $1.00,Handicraft stuff he bought from his Europe trip,Retained,1
252,2018-10-31,Brian Bowman,yes,no,yes,Culture Days MB,2018-09-29,Nuit Blanche Trolley Tour - $100,Event attendance - protocol and speaking,Retain,100
93,2018-05-30,John Orlikow,yes,no,no,Peter MacOnachie,2018-05-30,"Breakfast, 12.00",Hospitality,retained,
106,2018-06-18,Brian Bowman,yes,no,yes,Cam Krisko - SwimAbilityMB,2018-04-07,Gala Dinner - $200,Bring greetings,Retain,200
522,2019-11-27,Brian Bowman,yes,no,no,"The Winnipeg Gallery, Manitoba Museum",2019-10-29,Wood Carving outlining the shape of Winnipeg - $20.00,Courtesy Gift,Retained,20
442,2019-07-04,Shawn Nason,yes,no,no,Manitoba Museum,2019-06-22,1 Pass / $26.46,Complimentary pass to the Manitoba Museum,Not retained.,26
158,2018-06-21,John Orlikow,yes,no,no,Cavalia Odysseo,2018-05-15,2 tickets estimated at 250.00 each,Show Opening,retained,
538,2020-01-08,Brian Bowman,yes,no,no,"Louise May, Telpay",2019-12-11,3 boxes of Charlotte's Birdseed - $15.00,Courtesy Gift,Retained,15
437,2019-07-03,Brian Bowman,yes,no,no,"Gordon Bell High School, The Peaceful Village Programo",2019-06-21,"Shirts x2, Painting - $20",Courtesy Gift,Retained,20
623,2022-04-28,Vivian Santos,yes,no,yes,Earl’s Restaurant,2022-03-10,Gift Cards - $200,Opening of new Earl's location,Returned,200
149,2018-06-18,Brian Bowman,yes,no,yes,Dayna Spiring - Economic Development Winnipeg,2018-05-29,Winnipeg Tourism Awards of Distinction lunch - $80,Bring greetings and Present awards,Retain,80
123,2018-06-18,Brian Bowman,yes,no,yes,Larry McIntosh - Peak of the Market,2018-04-28,Starry Starry Night Gala - $200,Dinner,Retain,200
564,2021-01-07,Brian Bowman,yes,no,no,Consulate General of Japan in Calgary - Shigenobu Kobayashi,2020-12-23,2021 Ikebana Calendar - $25.00,Courtesy Gift,Retained,25
83,2018-05-16,Jeff Browaty,yes,yes,no,Cavalia,2018-05-15,2 Tickets Cavalia Odysseo,Invitation to VIP Premiere as a representative of the City.,Retained,
515,2019-11-27,Brian Bowman,yes,no,no,Canadian Municipal Network on Crime Prevention (CMNCP) AGM/Conference,2019-10-16,A book - The Outside Circle by Patti LaBoucane-Benson - $10,Courtesy Gift,Retained,10
219,2018-07-05,Matt Allard,yes,no,no,Residents of Pointe Hebert,2018-06-15,Hospitality,The residents of Pointe H�bert hosted a block party and I attended as area Councillor with my son Lo�c,Retained,
506,2019-10-11,Shawn Nason,yes,no,no,Winnipeg Fringe Festival,2019-07-01,VIP passes for the Winnipeg Fringe Festival - estimated value $120,Passes to the Festival,Did not use,120
539,2020-01-08,Brian Bowman,yes,no,no,"Tae-in Chung, Consul General",2019-12-16,Box of Green Tea-$5.00,Courtesy Gift,Retained,5
373,2019-02-15,Vivian Santos,yes,no,no,Lord Nelson School,2019-02-14,Box of Chocolates,participated in I love to Read to Grade 1 students at Lord Nelson School,retained,
80,2018-05-11,Brian Mayes,yes,no,no,George's Burgers,2018-04-25,Coffee and Toast,Meeting with business owner,Retain,
348,2018-12-30,Matt Allard,yes,no,no,Cavalia,2018-05-15,Tickets,City Councillors were offered VIP tickets to Cavalia and I attended,retained,
626,2022-04-28,Brian Bowman,yes,no,no,"Alex Todd, Coordinator, MB Chapter, The ShoeBox Project",2022-03-10,Writers and Rockers Coffee Company's Coffee Beans and a Mug - $30,Gift,Retained,30
478,2019-09-26,Brian Bowman,yes,no,no,"Brent Fitz, The Conspirators",2019-07-23,Signed drum skin - $40,Courtesy Gift,Retained,40
572,2021-01-18,Kevin Klein,yes,no,no,The Queen's Own Cameron Highlanders of Canada Regimental Foundation,2020-12-29,$50.00,Courtesy Gift,Retained,50
50,2018-04-26,Jenny Gerbasi,yes,no,no,Winnipeg Opera,2018-04-17,200.00,Offer given to Councillor Gerbasi,attend the performance,200
263,2018-10-31,Brian Bowman,yes,no,yes,Manitoba Islamic Association,2018-10-30,Chocolate strawberries - $50,Congratulatory gift,Retain,50
544,2020-02-12,Kevin Klein,yes,no,yes,BeeMaid Honey,2020-01-27,BeeMaid Honey Tub ($20.00 x2 = $40.00) BeeMaid Story Book ($20.00 x2 = $40.00) = $80.00,Provided Book(s) & Honey Product(s) during a tour of the plant operations.,Donated,80
524,2019-12-09,Brian Bowman,yes,no,no,Consulate General of India Apoorva Srivastava,2019-11-04,Hard Cover Book - The Monumental India Book and Signed Painting - 150.00,Courtesy Gift,Retained,150
95,2018-06-08,Marty Morantz,yes,no,no,Charleswood Legion,2018-06-10,Complimentary dinner ticket $20,Invited to bring greetings on behalf of City of Winnipeg as area councillor,attend,20
371,2019-02-06,Kevin Klein,yes,no,no,Civic Leader Dinner Ticket,2019-01-29,150.00,Invited by Winnipeg Chamber of Commerce,Retained,
148,2018-06-18,Brian Bowman,yes,no,no,Mr. Dionisio Perez-Jacome - Ambassador of Mexico to Canada,2018-05-28,Book - $50,Protocol,Retain,50
212,2018-07-05,Matt Allard,yes,no,no,Canadian counselling and psychotherapy Association,2018-05-05,Coffee,I spoke on behalf of the city at this event,Retained,
490,2019-10-11,Brian Bowman,yes,no,no,"David Patchell-Evans (Patch), Founder and CEO of GoodLife",2019-09-14,8 Goodlife T-Shirts,Courtesy Gift,Retained,
615,2022-03-09,Shawn Nason,yes,no,yes,Unknown-Taichung,2022-03-04,$50.00,Materials related to Taichung (book/facemasks/postcards),Retained,50
659,2023-11-28,Markus Chambers,yes,no,no,Executives of Africa,2023-11-22,Traditional African Statue - $100.00,Offered as a matter of protocol and courtesy gift.,Retained in Office,100
79,2018-05-10,John Orlikow,yes,no,no,White Cap Restaurant,2018-05-07,"Burger, fries drink",Hospitality,retained,
211,2018-07-05,Matt Allard,yes,no,no,UDI Growth Forum Event,2018-05-03,Coffee,I attended this growth forum hosted by UDI and coffee was being served,Retained,
270,2018-12-05,Scott Gillingham,yes,no,no,Folklorama,2018-07-20,Two (2) Complimentary VIP Passes for the Festival,Annually the Folklorama Festival gives VIP passes to councillors to entice them to visit as many pavilions as possible.,$233.20,
125,2018-06-18,Brian Bowman,yes,no,yes,Rob Chester - ISACA Winnipeg,2018-05-01,Western Canada Information Security Conference Lunch - $100,Greetings,Retain,100
259,2018-10-31,Brian Bowman,yes,yes,yes,Women Businiess Owners of MB,2018-10-18,Women Entrepreneur of the Year Awards - $150,Event attendance - protocol and speaking,Retain,150
517,2019-11-27,Brian Bowman,yes,no,no,Hindu Society of MB Annual Diwali Mela Celebration,2019-10-19,"2019 Hindu Darshan book, Bhagavad-Gita hard cover book, red and gold scarf, plate, tea -$75",Courtesy Gift,Retained,75
99,2018-06-12,Russ Wyatt,yes,no,no,Reverend John Melnyk,2018-05-25,Unknown,Flowers,keep in office,
612,2022-03-02,Brian Mayes,yes,no,yes,Earls Restaurant,2022-03-02,2 - $100 gift cards,To welcome Councillors and their Executive Assistants to their newest location at (300 Main Street in Winnipeg).,returned,100
630,2022-05-09,Brian Bowman,yes,no,no,Ken Nazeravich and Alexander Serebinitski,2022-04-11,"Two t-shirts, Ukrainian T-Shirt Project - $45",Gift,Retained,45
453,2019-08-20,Vivian Santos,yes,no,no,Asian Woment of Winnipeg,2019-03-09,Dinner,bringing greetings on behalf of City of Winnipeg,retained,
35,2018-04-05,Brian Bowman,yes,no,no,"Sons of Italy, Garibaldi Lodge",2018-03-09,Ticket - Gala Dinner - $600,Bring greetings,Retained,600
209,2018-07-05,Matt Allard,yes,no,no,Norwood Business Improvement Zone,2018-04-24,Hospitality,Attended the regular meeting of the Norwood Business improvement zone of which I am a board member,Retained,
72,2018-05-02,Jason Schreyer,yes,no,no,Canadian Cancer Society,2018-03-19,Daffodils,Fundraising campaign,retained,
574,2021-02-10,Sherri Rollins,yes,no,no,Sandra DeLaronde,2021-01-21,$50.00,Presentation/Panel regarding MMIWG implementation for the Joint Masters/PHD in Development Studies,Retained to purchase books for the office for I love to read month,50
140,2018-06-18,Brian Bowman,yes,no,no,Jayden Schritt,2018-05-14,T-shirt - $20,Courtesy visit gift,Retain,20
657,2023-09-21,John Orlikow,yes,no,no,Winnipeg Fringe Festival,2023-07-04,2 fringe passes 6 plays each - $124.00,Given to all Councilors,"retained, not used.",124
590,2021-10-18,Brian Bowman,yes,no,no,US Consulate Bryan Koontz,2021-07-06,"Bottle of wine, Bag of Popcorn - $40.00",Courtesy Gift,Retained,40
341,2018-12-30,Matt Allard,yes,no,no,Francofonds,2018-11-29,Hospitality,I attended an event hosted by Francofonds celebrating their anniversary,retained,
636,2022-06-06,Brian Bowman,yes,no,no,"The Ambassador of the Czech Republic of Canada, His Excellency Borek Lizec",2022-05-05,"Tie, Book: Prague, CD, Magazines, Newspaper - $40",Gift,Retained,40
486,2019-10-09,Brian Mayes,yes,no,no,Prairie Theater Exchange,2019-09-12,$50.00,complimentary ticket to live theater production of No Foreigners,attended,50
100,2018-06-12,Russ Wyatt,yes,no,no,Rebecca Nepinak,2018-05-25,Unknown,Sweet grass tobacco and pouch,Kept in office,
500,2019-10-11,Kevin Klein,yes,no,no,Winnipeg ICE,2019-09-19,ICE home opener 2 tix 25$ each/ $50,Represented the City,Retained,50
559,2021-01-07,Brian Bowman,yes,no,no,Kaj Hasselriis,2020-12-03,"Book - The Golden Boy in the case of the Missing Cube, $20.00",Courtesy Gift,Retained,20
235,2018-09-20,Marty Morantz,yes,no,no,Shaarey Zedek Synagogue,2018-09-06,$50 Gift Card to McNally Robinson,Thank you gift for speaking at Lanny Remis Speakers Forum,retain,50
194,2018-07-05,Brian Mayes,yes,no,no,University of Toronto,2018-06-09,Pen,U of Toronto Alumni Association tour of City Hall,Obtain for person use,
563,2021-01-07,Brian Bowman,yes,no,no,Korea Consulate General in TO - Tae-in Chung,2020-12-23,2021 Korean Calendar-$25.00,Courtesy Gift,Retained,25
329,2018-12-21,Scott Gillingham,no,yes,no,United Fire Fighters of Winnipeg,2018-11-17,Two tickets to union gala - $165/ticket,Invitation to attend the annual union fundraiser.,Mrs. Gillingham and a guest attended on Councillor Gillingham's behalf.,165
130,2018-06-18,Brian Bowman,yes,no,no,Nick Paulet - WPS Half Marathon,2018-05-06,Registration - $60,Bring greetings and participate,Retain,60
649,2022-08-04,Brian Bowman,yes,no,no,Treaty One Chiefs-Naawi-Oodna Signing Ceremony,2022-07-20,Star Blanket - $200 and Framed Eagle Feather - $100,Gift,Retained,200
577,2021-03-23,Brian Bowman,yes,no,no,"Catherine Y.M. Hsu, Director General, Taipei Economic & Cultural Office",2021-01-06,2021 Box Calendar,Courtesy Gift,Retained,
343,2018-12-30,Matt Allard,yes,no,no,Ian and John Walker,2018-11-17,Winter bike and supplies,"Ian is a personal friend, he gave me his dad's winter bike because he was not well enough to ride this year. Ian also gave me some supplies to ride in the winter. I accepted and have been winter cycling.",retained,
245,2018-10-31,Brian Bowman,yes,no,no,St. Norbert BIZ,2018-08-10,Honey - $25,BIZ tour - protocol gift,Retain,25
278,2018-12-10,Shawn Nason,yes,yes,no,Alex Forrest,2018-11-17,Tickets to attend United Fire Fighters of Winnipeg Banquet & Ball value of $330,Letter sent to the office extending an invitation to me and a guest (my wife) to attend the UFFW Banquet & Ball.,Retained,330
23,2018-04-04,Matt Allard,yes,no,no,Winnipeg Housing Renewal Corporation,2018-03-10,Coffee and food - unknown,City representative,Retained,
107,2018-06-18,Brian Bowman,yes,no,no,Chris Lorenc - MB Heavy Construction Agency,2018-04-10,Pen - $50,Protocol gift - Speaking,Retain,50
548,2020-03-11,Brian Bowman,yes,no,no,"Tony Patrick Trigiani, NFNM Foundation",2020-02-13,"Valentine stickers and chocolate, a CD",Courtesy Gift,Retained,
275,2018-12-10,Vivian Santos,yes,no,no,CentreVenture Development Corporation,2018-12-07,Dinner,attended as City Councillor for the Market Lands Design Competition presentation,retained,
339,2018-12-30,Matt Allard,yes,no,no,Mohamed Doumbia,2018-09-22,Hospitality,I attended the Mali independence day event at the St. Martyr church,retained,
104,2018-06-18,Brian Bowman,yes,no,yes,Kevin Mazur - UMSAE,2018-04-05,Logo'd golf shirts x 3 - $90,"Tour, Award Presentation",Retain,90
587,2021-07-21,Brian Bowman,yes,no,no,Denis Simard - Church of Scientology,2021-05-18,2 books - The Way to Happiness and Humanitarian Restoring Honour - $35.00,Courtesy Gift,Retained,35
43,2018-04-05,Brian Bowman,yes,no,no,Navy League of MB,2018-03-06,Flag and pin - $100,Protocol invite,Retained,100
271,2018-12-10,Vivian Santos,yes,no,no,Casa Dos Acores,2018-11-11,Dinner,attended as City Councillor to the Closing Ceremony of Casa dos Acores Cultural Week,retained,
593,2021-10-18,Brian Bowman,yes,no,no,Frank Sacco - Frankie's Italian Kitchen and Bar,2021-07-28,$50 gift card,Courtesy Gift,Retained,50
